Lokalita,Slovenský názov,Latinský názov,Lokalita_druh,Lat,Lon,Početnosť,"Min, Hg (mg/kg SH)","Max, Hg (mg/kg SH)2","Min, THQ","Max, THQ2","Min, MSCQ (g/osoba/deň)","Max, MSCQ (g/osoba/deň)2",Hgmin-max (mg/kg SH),THQmin-max,MSCQmin-max (g/osoba/deň ČH),Link,Foto
Tomášovce,Smrčkovec český,Verpa bohemica,Tomášovce: Smrčkovec český,"48,357683","19,612483",1,"0,021877","0,021877","0,001431","0,001431","9 599,122366","9 599,122366","0,022 - 0,022","0,001 - 0,001","9599,1 - 9599,1",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Tŕnie_pod Havranom,Smrčkovec český,Verpa bohemica,Tŕnie_pod Havranom: Smrčkovec český,"48,607200","19,041610",2,"0,058803","0,066408","0,003847","0,004344","3 162,269606","3 571,246365","0,059 - 0,066","0,004 - 0,004","3162,3 - 3571,2",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Veľké Straciny,Smrčkovec český,Verpa bohemica,Veľké Straciny: Smrčkovec český,"48,189533","19,412333",1,"0,031527","0,031527","0,002062","0,002062","6 660,957275","6 660,957275","0,032 - 0,032","0,002 - 0,002",6661 - 6661,https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Veľké Zlievce,Smrčkovec český,Verpa bohemica,Veľké Zlievce: Smrčkovec český,"48,210583","19,449066",1,"0,025312","0,025312","0,001656","0,001656","8 296,460177","8 296,460177","0,025 - 0,025","0,002 - 0,002","8296,5 - 8296,5",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Viničky,Smrčkovec český,Verpa bohemica,Viničky: Smrčkovec český,"48,399666","21,759516",1,"0,227951","0,227951","0,014911","0,014911","921,250620","921,250620","0,228 - 0,228","0,015 - 0,015","921,3 - 921,3",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Zvolen_Borová hora,Smrčkovec český,Verpa bohemica,Zvolen_Borová hora: Smrčkovec český,"48,592380","19,146660",3,"0,046107","0,330698","0,003016","0,021632","635,020472","4 554,622942","0,046 - 0,331","0,003 - 0,022","635 - 4554,6",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Žihľava,Smrčkovec český,Verpa bohemica,Žihľava: Smrčkovec český,"48,220083","19,420100",1,"0,023971","0,023971","0,001568","0,001568","8 760,585708","8 760,585708","0,024 - 0,024","0,002 - 0,002","8760,6 - 8760,6",https://www.nahuby.sk/atlas-hub/Verpa-bohemica/smrckovec-cesky/kacenka-ceska/ID626,
Bachledova dolina_vlek,Suchohríb hnedý,Imleria badia,Bachledova dolina_vlek: Suchohríb hnedý,"49,268745","20,312682",1,"0,237583","0,237583","0,015541","0,015541","883,901626","883,901626","0,238 - 0,238","0,016 - 0,016","883,9 - 883,9",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Bobrov,Suchohríb hnedý,Imleria badia,Bobrov: Suchohríb hnedý,"49,480420","19,564330",6,"0,819027","1,215740","0,053576","0,079526","172,734302","256,401804","0,819 - 1,216","0,054 - 0,08","172,7 - 256,4",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Čertov - Lamže,Suchohríb hnedý,Imleria badia,Čertov - Lamže: Suchohríb hnedý,"49,282150","18,221170",5,"0,273500","0,750152","0,017891","0,049070","279,943265","767,824497","0,274 - 0,75","0,018 - 0,049","279,9 - 767,8",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Čierny Balog - Vydrovo,Suchohríb hnedý,Imleria badia,Čierny Balog - Vydrovo: Suchohríb hnedý,"48,742277","19,644890",1,"0,601922","0,601922","0,039374","0,039374","348,882413","348,882413","0,602 - 0,602","0,039 - 0,039","348,9 - 348,9",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Detvienska Huta_Dobroč,Suchohríb hnedý,Imleria badia,Detvienska Huta_Dobroč: Suchohríb hnedý,"48,527870","19,565150",6,"1,207301","4,044024","0,078974","0,264535","51,928475","173,941710","1,207 - 4,044","0,079 - 0,265","51,9 - 173,9",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Divina - Hucerovci,Suchohríb hnedý,Imleria badia,Divina - Hucerovci: Suchohríb hnedý,"49,287750","18,691570",4,"0,106112","2,765352","0,006941","0,180892","75,939700","1 979,041013","0,106 - 2,765","0,007 - 0,181","75,9 - 1979",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Drozdovo_SKI,Suchohríb hnedý,Imleria badia,Drozdovo_SKI: Suchohríb hnedý,"48,425666","18,550507",1,"0,222968","0,222968","0,014585","0,014585","941,839188","941,839188","0,223 - 0,223","0,015 - 0,015","941,8 - 941,8",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Dúbravica,Suchohríb hnedý,Imleria badia,Dúbravica: Suchohríb hnedý,"48,681770","19,301750",1,"0,876961","0,876961","0,057365","0,057365","239,463329","239,463329","0,877 - 0,877","0,057 - 0,057","239,5 - 239,5",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Duchonka,Suchohríb hnedý,Imleria badia,Duchonka: Suchohríb hnedý,"48,669040","18,099310",6,"0,059039","0,241011","0,003862","0,015765","871,329524","3 556,970816","0,059 - 0,241","0,004 - 0,016","871,3 - 3557",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Hronec_SKI,Suchohríb hnedý,Imleria badia,Hronec_SKI: Suchohríb hnedý,"48,781742","19,585196",9,"0,231569","0,612485","0,015148","0,040065","342,865540","906,857136","0,232 - 0,612","0,015 - 0,04","342,9 - 906,9",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Jabloňovce,Suchohríb hnedý,Imleria badia,Jabloňovce: Suchohríb hnedý,"48,321951","18,815859",2,"0,054042","0,063711","0,003535","0,004168","3 296,134106","3 885,866548","0,054 - 0,064","0,004 - 0,004","3296,1 - 3885,9",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Jakubovany_vodopád,Suchohríb hnedý,Imleria badia,Jakubovany_vodopád: Suchohríb hnedý,"49,133343","19,745688",1,"0,305596","0,305596","0,019990","0,019990","687,181769","687,181769","0,306 - 0,306","0,02 - 0,02","687,2 - 687,2",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Jelitov,Suchohríb hnedý,Imleria badia,Jelitov: Suchohríb hnedý,"49,449335","18,676267",8,"0,133557","0,417584","0,008736","0,027316","502,892831","1 572,367071","0,134 - 0,418","0,009 - 0,027","502,9 - 1572,4",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Kalameny_vlek,Suchohríb hnedý,Imleria badia,Kalameny_vlek: Suchohríb hnedý,"49,134927","19,422183",2,"0,066000","0,175000","0,004317","0,011447","1 200,000000","3 181,818182","0,066 - 0,175","0,004 - 0,011","1200 - 3181,8",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Kľak,Suchohríb hnedý,Imleria badia,Kľak: Suchohríb hnedý,"48,576072","18,640328",4,"0,108000","0,207000","0,007065","0,013541","1 014,492754","1 944,444444","0,108 - 0,207","0,007 - 0,014","1014,5 - 1944,4",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Klokočov,Suchohríb hnedý,Imleria badia,Klokočov: Suchohríb hnedý,"49,473231","18,622356",12,"0,163512","8,700607","0,010696","0,569139","24,136247","1 284,309408","0,164 - 8,701","0,011 - 0,569","24,1 - 1284,3",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Klubina - Klubinský dvor,Suchohríb hnedý,Imleria badia,Klubina - Klubinský dvor: Suchohríb hnedý,"49,388687","18,962734",5,"0,085024","0,583740","0,005562","0,038185","359,749203","2 469,890854","0,085 - 0,584","0,006 - 0,038","359,7 - 2469,9",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Kopernica_kameňolom,Suchohríb hnedý,Imleria badia,Kopernica_kameňolom: Suchohríb hnedý,"48,656053","18,855442",1,"0,215216","0,215216","0,014078","0,014078","975,763884","975,763884","0,215 - 0,215","0,014 - 0,014","975,8 - 975,8",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Kostoľany pod Tribečom,Suchohríb hnedý,Imleria badia,Kostoľany pod Tribečom: Suchohríb hnedý,"48,423412","18,211470",11,"0,062186","0,157066","0,004068","0,010274","1 337,017559","3 376,965877","0,062 - 0,157","0,004 - 0,01",1337 - 3377,https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Kostoľany pod Tribečom_Jedliny,Suchohríb hnedý,Imleria badia,Kostoľany pod Tribečom_Jedliny: Suchohríb hnedý,"48,434450","18,233984",4,"0,112170","0,470959","0,007337","0,030807","445,898688","1 872,158331","0,112 - 0,471","0,007 - 0,031","445,9 - 1872,2",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Krahule - Čierňavy,Suchohríb hnedý,Imleria badia,Krahule - Čierňavy: Suchohríb hnedý,"48,739611","18,926753",7,"0,014754","0,116518","0,000965","0,007622","1 802,296641","14 233,428220","0,015 - 0,117","0,001 - 0,008","1802,3 - 14233,4",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Krajné,Suchohríb hnedý,Imleria badia,Krajné: Suchohríb hnedý,"48,707103","17,688867",2,"0,069347","0,077216","0,004536","0,005051","2 719,643597","3 028,249239","0,069 - 0,077","0,005 - 0,005","2719,6 - 3028,2",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Králiky_vodopád,Suchohríb hnedý,Imleria badia,Králiky_vodopád: Suchohríb hnedý,"48,742323","19,034779",3,"0,214000","0,320000","0,013999","0,020932","656,250000","981,308411","0,214 - 0,32","0,014 - 0,021","656,3 - 981,3",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Krpáčovo_pamätník SNP,Suchohríb hnedý,Imleria badia,Krpáčovo_pamätník SNP: Suchohríb hnedý,"48,870136","19,531116",1,"0,356214","0,356214","0,023301","0,023301","589,533258","589,533258","0,356 - 0,356","0,023 - 0,023","589,5 - 589,5",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Kuchyňa_letisko,Suchohríb hnedý,Imleria badia,Kuchyňa_letisko: Suchohríb hnedý,"48,396730","17,097120",10,"0,028764","0,090541","0,001882","0,005923","2 319,391215","7 300,792657","0,029 - 0,091","0,002 - 0,006","2319,4 - 7300,8",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Látky_sedlo Prašivá,Suchohríb hnedý,Imleria badia,Látky_sedlo Prašivá: Suchohríb hnedý,"48,600985","19,662733",6,"0,071582","0,242665","0,004682","0,015874","865,390559","2 933,698416","0,072 - 0,243","0,005 - 0,016","865,4 - 2933,7",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Lehota pod Vtáčnikom_amfiteáter,Suchohríb hnedý,Imleria badia,Lehota pod Vtáčnikom_amfiteáter: Suchohríb hnedý,"48,656707","18,638872",1,"0,194257","0,194257","0,012707","0,012707","1 081,042125","1 081,042125","0,194 - 0,194","0,013 - 0,013",1081 - 1081,https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Lehota pod Vtáčnikom_Sekaniny,Suchohríb hnedý,Imleria badia,Lehota pod Vtáčnikom_Sekaniny: Suchohríb hnedý,"48,672370","18,621050",8,"0,035981","0,288955","0,002354","0,018902","726,756761","5 836,413663","0,036 - 0,289","0,002 - 0,019","726,8 - 5836,4",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Liptovská Lúžna,Suchohríb hnedý,Imleria badia,Liptovská Lúžna: Suchohríb hnedý,"48,946734","19,359311",5,"0,229335","0,480612","0,015002","0,031439","436,942898","915,691020","0,229 - 0,481","0,015 - 0,031","436,9 - 915,7",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Liptovská Lúžna_ráztoky,Suchohríb hnedý,Imleria badia,Liptovská Lúžna_ráztoky: Suchohríb hnedý,"48,954904","19,305107",7,"0,043034","0,331536","0,002815","0,021687","633,415376","4 879,862434","0,043 - 0,332","0,003 - 0,022","633,4 - 4879,9",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Lozorno_ranč,Suchohríb hnedý,Imleria badia,Lozorno_ranč: Suchohríb hnedý,"48,335600","17,063080",5,"0,072820","2,098661","0,004763","0,137281","100,063803","2 883,823126","0,073 - 2,099","0,005 - 0,137","100,1 - 2883,8",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Ľubietová_hospic,Suchohríb hnedý,Imleria badia,Ľubietová_hospic: Suchohríb hnedý,"48,732030","19,407550",2,"0,126814","0,223942","0,008295","0,014649","937,742808","1 655,968584","0,127 - 0,224","0,008 - 0,015","937,7 - 1656",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Malá Franková,Suchohríb hnedý,Imleria badia,Malá Franková: Suchohríb hnedý,"49,325492","20,303799",7,"0,078612","0,778755","0,005142","0,050941","269,661190","2 671,347886","0,079 - 0,779","0,005 - 0,051","269,7 - 2671,3",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Malachov,Suchohríb hnedý,Imleria badia,Malachov: Suchohríb hnedý,"48,710620","19,054810",1,"7,263159","7,263159","0,475110","0,475110","28,913039","28,913039","7,263 - 7,263","0,475 - 0,475","28,9 - 28,9",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Malachov_chaty,Suchohríb hnedý,Imleria badia,Malachov_chaty: Suchohríb hnedý,"48,716412","19,041440",6,"0,293000","4,388000","0,019166","0,287035","47,857794","716,723550","0,293 - 4,388","0,019 - 0,287","47,9 - 716,7",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Malý Lipník,Suchohríb hnedý,Imleria badia,Malý Lipník: Suchohríb hnedý,"49,328320","20,798980",1,"3,887510","3,887510","0,254297","0,254297","54,019154","54,019154","3,888 - 3,888","0,254 - 0,254",54 - 54,https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Markušovce_odkalisko,Suchohríb hnedý,Imleria badia,Markušovce_odkalisko: Suchohríb hnedý,"48,901920","20,647530",8,"3,343062","23,753967","0,218682","1,553835","8,840629","62,816663","3,343 - 23,754","0,219 - 1,554","8,8 - 62,8",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Moštenica,Suchohríb hnedý,Imleria badia,Moštenica: Suchohríb hnedý,"48,493125","19,151511",2,"0,009149","0,028520","0,000598","0,001866","7 363,253857","22 953,328230","0,009 - 0,029","0,001 - 0,002","7363,3 - 22953,3",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Muráň,Suchohríb hnedý,Imleria badia,Muráň: Suchohríb hnedý,"48,783928","20,014245",4,"0,198541","0,621532","0,012987","0,040657","337,874800","1 057,716039","0,199 - 0,622","0,013 - 0,041","337,9 - 1057,7",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Nová Baňa_Jarmila,Suchohríb hnedý,Imleria badia,Nová Baňa_Jarmila: Suchohríb hnedý,"48,454550","18,640170",2,"0,256670","0,310849","0,016790","0,020334","675,569167","818,171193","0,257 - 0,311","0,017 - 0,02","675,6 - 818,2",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Nová Baňa_Studnička,Suchohríb hnedý,Imleria badia,Nová Baňa_Studnička: Suchohríb hnedý,"48,453830","18,657370",6,"0,082410","13,396976","0,005391","0,876346","15,675179","2 548,234438","0,082 - 13,397","0,005 - 0,876","15,7 - 2548,2",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Orovnica_Tekovská kúria,Suchohríb hnedý,Imleria badia,Orovnica_Tekovská kúria: Suchohríb hnedý,"48,373120","18,577130",1,"0,603595","0,603595","0,039483","0,039483","347,915407","347,915407","0,604 - 0,604","0,039 - 0,039","347,9 - 347,9",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Osturňa,Suchohríb hnedý,Imleria badia,Osturňa: Suchohríb hnedý,"49,327048","20,188124",9,"0,147078","0,509612","0,009621","0,033336","412,078209","1 427,813813","0,147 - 0,51","0,01 - 0,033","412,1 - 1427,8",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Pitelová_nad Kečkou,Suchohríb hnedý,Imleria badia,Pitelová_nad Kečkou: Suchohríb hnedý,"48,618097","18,913429",5,"0,182276","0,611565","0,011923","0,040005","343,381325","1 152,099015","0,182 - 0,612","0,012 - 0,04","343,4 - 1152,1",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Podzámčok - Burzovo,Suchohríb hnedý,Imleria badia,Podzámčok - Burzovo: Suchohríb hnedý,"48,530460","19,123104",1,"0,344732","0,344732","0,022550","0,022550","609,168862","609,168862","0,345 - 0,345","0,023 - 0,023","609,2 - 609,2",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Polgrúň,Suchohríb hnedý,Imleria badia,Polgrúň: Suchohríb hnedý,"49,438327","18,672630",8,"0,033106","0,570894","0,002166","0,037344","367,844118","6 343,241880","0,033 - 0,571","0,002 - 0,037","367,8 - 6343,2",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Ponicka Huta - Ponická Dúbrava,Suchohríb hnedý,Imleria badia,Ponicka Huta - Ponická Dúbrava: Suchohríb hnedý,"48,693570","19,309630",1,"0,461375","0,461375","0,030180","0,030180","455,161203","455,161203","0,461 - 0,461","0,03 - 0,03","455,2 - 455,2",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Raková_chata Korcháň,Suchohríb hnedý,Imleria badia,Raková_chata Korcháň: Suchohríb hnedý,"49,476232","18,690995",1,"0,239321","0,239321","0,015655","0,015655","877,482544","877,482544","0,239 - 0,239","0,016 - 0,016","877,5 - 877,5",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Raková_Krížkovci,Suchohríb hnedý,Imleria badia,Raková_Krížkovci: Suchohríb hnedý,"49,486958","18,686910",5,"0,319700","0,443574","0,020913","0,029016","473,427207","656,865812","0,32 - 0,444","0,021 - 0,029","473,4 - 656,9",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Rosina,Suchohríb hnedý,Imleria badia,Rosina: Suchohríb hnedý,"49,175839","18,783580",1,"0,133530","0,133530","0,008735","0,008735","1 572,680297","1 572,680297","0,134 - 0,134","0,009 - 0,009","1572,7 - 1572,7",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Sitnianska Lehôtka,Suchohríb hnedý,Imleria badia,Sitnianska Lehôtka: Suchohríb hnedý,"48,303530","18,967080",1,"2,985757","2,985757","0,195309","0,195309","70,333922","70,333922","2,986 - 2,986","0,195 - 0,195","70,3 - 70,3",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Smolenice,Suchohríb hnedý,Imleria badia,Smolenice: Suchohríb hnedý,"48,513050","17,419500",2,"0,102601","0,145239","0,006712","0,009501","1 445,892632","2 046,763677","0,103 - 0,145","0,007 - 0,01","1445,9 - 2046,8",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Smolník - Štóske sedlo,Suchohríb hnedý,Imleria badia,Smolník - Štóske sedlo: Suchohríb hnedý,"48,722918","20,762127",1,"0,931009","0,931009","0,060901","0,060901","225,561729","225,561729","0,931 - 0,931","0,061 - 0,061","225,6 - 225,6",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Stráňany,Suchohríb hnedý,Imleria badia,Stráňany: Suchohríb hnedý,"49,372817","20,560452",1,"0,083155","0,083155","0,005439","0,005439","2 525,404365","2 525,404365","0,083 - 0,083","0,005 - 0,005","2525,4 - 2525,4",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
Studienka_vojenské lesy,Suchohríb hnedý,Imleria badia,Studienka_vojenské lesy: Suchohríb hnedý,"48,480000","17,084170",15,"0,021428","0,051168","0,001402","0,003347","4 104,127580","9 800,261340","0,021 - 0,051","0,001 - 0,003","4104,1 - 9800,3",https://www.nahuby.sk/atlas-hub/Imleria-badia/suchohrib-hnedy/suchohrib-hnedy/ID673,
